Gene,NCTId,Overall_Status,Conditions,Phase,Phase_Score,Status_Score,Cancer_Score,Modality_Score,Total_Score,EARLY_PHASE1,N/A,NA,PHASE1,PHASE2,PHASE3,PHASE4
ALS2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YKT6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNE3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF254,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM116,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPCA,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAX1BP3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYRM9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIGNL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCAT,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61A1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARS2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACS,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM120C,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC85B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPAS39,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCPIP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDHR3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX60L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT13,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf109,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF235,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCE,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP53,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMDN2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF611,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAALADL2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID2B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRC1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEBP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM44-AS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF526,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35E3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP4B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMB,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEN54,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF497,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL14,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO27,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL28,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNLR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC46A1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOXL3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIEN1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTDSS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM182B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL43,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14orf93,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTKN,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERPUD2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NINJ1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2C-AS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVL3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF622,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREBL2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL23,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF320,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALDO1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL45,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEN34,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2D,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC40,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBQLN4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXT1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGLU1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPO4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBBP7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOCK1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC22A23,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCOLN2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX4I1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF564,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSTL4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORC1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D16,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROSER2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC23A3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHD9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAFD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASRGL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB561A3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR107,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS28,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA10AC1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC5D,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFL1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP20A1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX16,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM136A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1D,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B14,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLYWCH2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFX1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRYD4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIBCH,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2K,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSIP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFC5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPBP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGCR8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP49,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD2B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAPPC5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHBDL2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIP10,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCRS1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G4A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHROOM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDPGP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIX1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS8,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R2B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM48,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2B3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATDN3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFATC2IP,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVPL,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK13,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPG2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3M,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHO2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRIP2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS21,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLUAP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF26,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPT1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG4A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNDC3A,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF93,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2H3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTFR2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCA2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTPAL,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENDOG,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF444,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFXN1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMTC2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLT1B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYCR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETD4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTY,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBL2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYR1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOL3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNRF2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SECISBP2L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF17,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGA1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKIRIN1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC44A2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABPB2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF594,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI5L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM17,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC39A7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSM3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4orf3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK17B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4HTM,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLL5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIPF6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRAP3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANEA,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf216,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A42,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPO,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC97,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS12,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM9,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD16,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDH2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS7B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HADH,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMO3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXJ3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBIAD1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM5,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPN10,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPG,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GORASP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATC1L,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGI4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDEM1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPSAP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTS7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF40B,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK6,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHB1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCFC1R1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNK1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMTK3,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0D1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5R2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf153,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX49,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR4,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP1,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR7,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDST2,,N/A,N/A,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
